TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
PHI,PHI @ TOR,04/19/1998,W,240,107,45,99,45.5,1,6,16.7,16,26,61.5,22,35,57,30,13,10,11,21,29
TOR,TOR vs. PHI,04/19/1998,L,240,78,28,78,35.9,4,8,50.0,18,28,64.3,14,34,48,17,8,16,21,22,-29
CHH,CHH vs. ORL,04/19/1998,W,240,89,40,84,47.6,3,8,37.5,6,6,100.0,9,33,42,28,15,5,17,23,13
ORL,ORL @ CHH,04/19/1998,L,240,76,26,70,37.1,3,10,30.0,21,32,65.6,13,29,42,19,10,6,20,11,-13
MIA,MIA @ ATL,04/19/1998,L,240,89,40,73,54.8,5,16,31.3,4,8,50.0,14,29,43,26,5,2,24,30,-12
ATL,ATL vs. MIA,04/19/1998,W,240,101,33,72,45.8,4,13,30.8,31,43,72.1,13,16,29,16,10,4,6,12,12
SEA,SEA @ POR,04/19/1998,W,240,90,35,78,44.9,4,17,23.5,16,25,64.0,18,23,41,15,9,2,11,18,8
POR,POR vs. SEA,04/19/1998,L,240,82,31,77,40.3,5,15,33.3,15,17,88.2,15,28,43,18,10,3,16,22,-8
SAC,SAC vs. VAN,04/19/1998,L,265,108,44,91,48.4,6,11,54.5,14,26,53.8,14,25,39,24,5,5,16,24,-4
VAN,VAN @ SAC,04/19/1998,W,265,112,44,92,47.8,0,5,0.0,24,30,80.0,15,31,46,21,10,4,16,17,4
LAL,LAL vs. UTA,04/19/1998,W,240,102,38,74,51.4,4,12,33.3,22,33,66.7,12,31,43,21,6,9,12,26,4
UTA,UTA @ LAL,04/19/1998,L,240,98,37,79,46.8,5,11,45.5,19,25,76.0,13,24,37,16,5,6,14,29,-4
PHX,PHX @ HOU,04/19/1998,W,240,123,53,91,58.2,6,15,40.0,11,15,73.3,10,25,35,36,12,4,13,28,30
HOU,HOU vs. PHX,04/19/1998,L,240,93,35,84,41.7,4,13,30.8,19,30,63.3,17,24,41,16,8,3,20,19,-30
DEN,DEN @ SAS,04/19/1998,L,240,82,31,74,41.9,5,15,33.3,15,20,75.0,8,31,39,15,8,4,16,17,-14
SAS,SAS vs. DEN,04/19/1998,W,240,96,38,76,50.0,4,10,40.0,16,28,57.1,11,34,45,29,7,5,10,18,14
DET,DET @ NJN,04/19/1998,L,240,101,35,70,50.0,8,16,50.0,23,34,67.6,13,21,34,18,12,6,24,30,-13
NJN,NJN vs. DET,04/19/1998,W,240,114,41,82,50.0,3,10,30.0,29,35,82.9,16,23,39,22,14,2,15,26,13
WAS,WAS vs. BOS,04/18/1998,W,240,112,41,74,55.4,5,12,41.7,25,39,64.1,6,34,40,28,9,5,9,24,17
BOS,BOS @ WAS,04/18/1998,L,240,95,37,86,43.0,5,15,33.3,16,27,59.3,15,28,43,20,4,1,11,27,-17
VAN,VAN @ GSW,04/18/1998,L,240,100,40,72,55.6,4,8,50.0,16,25,64.0,11,20,31,25,8,4,16,22,-12
GSW,GSW vs. VAN,04/18/1998,W,240,112,44,90,48.9,2,8,25.0,22,28,78.6,20,24,44,31,10,5,11,18,12
SAC,SAC @ LAC,04/18/1998,L,240,77,35,75,46.7,2,8,25.0,5,14,35.7,15,34,49,18,5,4,26,20,-6
LAC,LAC vs. SAC,04/18/1998,W,240,83,30,83,36.1,8,24,33.3,15,19,78.9,13,28,41,13,13,8,14,17,6
CLE,CLE vs. IND,04/18/1998,W,240,96,38,74,51.4,3,5,60.0,17,24,70.8,13,29,42,30,8,9,16,21,4
IND,IND @ CLE,04/18/1998,L,240,92,35,71,49.3,2,5,40.0,20,21,95.2,6,21,27,20,10,5,16,21,-4
MIL,MIL vs. MIN,04/18/1998,L,240,109,41,84,48.8,10,20,50.0,17,21,81.0,15,26,41,30,10,3,20,16,-2
MIN,MIN @ MIL,04/18/1998,W,240,111,41,84,48.8,6,17,35.3,23,26,88.5,13,22,35,27,13,3,15,21,2
NYK,NYK @ CHI,04/18/1998,L,240,109,47,88,53.4,2,12,16.7,13,18,72.2,11,27,38,31,5,3,11,29,-2
CHI,CHI vs. NYK,04/18/1998,W,240,111,34,77,44.2,2,11,18.2,41,49,83.7,8,27,35,26,5,4,9,18,2
BOS,BOS vs. CLE,04/17/1998,W,240,78,31,77,40.3,4,12,33.3,12,18,66.7,11,30,41,17,9,2,13,23,7
CLE,CLE @ BOS,04/17/1998,L,240,71,28,71,39.4,0,9,0.0,15,20,75.0,11,32,43,19,3,3,19,21,-7
CHH,CHH @ ATL,04/17/1998,L,240,104,41,82,50.0,8,16,50.0,14,18,77.8,9,15,24,22,6,3,10,17,-17
ATL,ATL vs. CHH,04/17/1998,W,240,121,47,87,54.0,11,20,55.0,16,22,72.7,22,29,51,25,8,3,14,19,17
MIN,MIN vs. HOU,04/17/1998,W,240,102,37,86,43.0,4,9,44.4,24,26,92.3,14,34,48,25,8,3,13,16,7
HOU,HOU @ MIN,04/17/1998,L,240,95,39,87,44.8,5,23,21.7,12,16,75.0,8,27,35,27,9,2,10,20,-7
NJN,NJN @ ORL,04/17/1998,L,240,109,40,87,46.0,3,10,30.0,26,33,78.8,18,14,32,19,11,2,14,32,-12
ORL,ORL vs. NJN,04/17/1998,W,240,121,46,71,64.8,6,11,54.5,23,31,74.2,11,25,36,34,6,6,22,29,12
DET,DET vs. MIL,04/17/1998,W,240,108,38,79,48.1,4,15,26.7,28,37,75.7,16,26,42,26,10,3,16,19,6
MIL,MIL @ DET,04/17/1998,L,240,102,40,82,48.8,4,13,30.8,18,23,78.3,11,24,35,21,9,4,15,23,-6
