TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
POR,POR vs. DEN,04/16/1997,W,240,107,43,94,45.7,3,13,23.1,18,24,75.0,18,46,64,21,15,2,19,15,44
NYK,NYK vs. ATL,04/16/1997,W,240,96,36,73,49.3,5,17,29.4,19,23,82.6,8,28,36,24,9,8,15,25,4
ATL,ATL @ NYK,04/16/1997,L,240,92,30,72,41.7,10,29,34.5,22,26,84.6,9,24,33,17,11,2,16,22,-4
MIA,MIA vs. CHI,04/16/1997,W,240,102,36,70,51.4,10,20,50.0,20,31,64.5,8,28,36,23,13,4,13,22,10
CHI,CHI @ MIA,04/16/1997,L,240,92,38,81,46.9,7,15,46.7,9,14,64.3,10,28,38,24,4,2,18,26,-10
PHI,PHI @ NJN,04/16/1997,W,240,113,43,91,47.3,6,16,37.5,21,35,60.0,17,33,50,23,9,13,12,16,8
NJN,NJN vs. PHI,04/16/1997,L,240,105,42,109,38.5,9,24,37.5,12,17,70.6,30,32,62,18,6,10,18,30,-8
NJN,NJN @ ATL,04/15/1997,L,240,101,40,81,49.4,4,16,25.0,17,24,70.8,14,28,42,19,6,2,12,22,-8
ATL,ATL vs. NJN,04/15/1997,W,240,109,36,77,46.8,13,28,46.4,24,28,85.7,9,28,37,25,9,5,9,18,8
PHX,PHX vs. UTA,04/15/1997,L,240,122,47,87,54.0,9,20,45.0,19,25,76.0,10,25,35,34,8,3,8,26,-5
UTA,UTA @ PHX,04/15/1997,W,240,127,45,78,57.7,5,13,38.5,32,39,82.1,9,28,37,33,8,2,13,20,5
MIL,MIL vs. TOR,04/15/1997,W,240,92,37,67,55.2,4,9,44.4,14,21,66.7,5,27,32,26,3,7,18,18,7
TOR,TOR @ MIL,04/15/1997,L,240,85,35,86,40.7,2,11,18.2,13,16,81.3,19,22,41,16,9,3,16,21,-7
SAS,SAS @ SEA,04/15/1997,L,240,88,36,72,50.0,5,21,23.8,11,17,64.7,6,24,30,24,9,4,20,23,-20
SEA,SEA vs. SAS,04/15/1997,W,240,108,39,75,52.0,5,20,25.0,25,31,80.6,11,29,40,24,11,5,15,19,20
HOU,HOU vs. LAC,04/15/1997,W,240,123,42,82,51.2,15,30,50.0,24,29,82.8,13,28,41,31,9,3,16,21,4
LAC,LAC @ HOU,04/15/1997,L,240,119,48,89,53.9,10,29,34.5,13,16,81.3,12,28,40,31,12,2,16,26,-4
CHH,CHH vs. CLE,04/14/1997,W,240,94,37,69,53.6,8,16,50.0,12,17,70.6,11,30,41,27,7,4,17,25,12
CLE,CLE @ CHH,04/14/1997,L,240,82,28,68,41.2,6,20,30.0,20,27,74.1,11,20,31,16,5,3,13,21,-12
DET,DET @ ORL,04/14/1997,L,240,91,40,77,51.9,6,19,31.6,5,11,45.5,13,26,39,23,5,4,18,26,-9
ORL,ORL vs. DET,04/14/1997,W,240,100,33,76,43.4,7,27,25.9,27,29,93.1,12,20,32,22,11,5,16,18,9
SAS,SAS @ SAC,04/14/1997,L,240,106,40,96,41.7,6,20,30.0,20,29,69.0,28,20,48,13,11,1,15,19,-14
SAC,SAC vs. SAS,04/14/1997,W,240,120,44,77,57.1,10,19,52.6,22,30,73.3,12,29,41,32,9,8,17,21,14
TOR,TOR @ CHI,04/14/1997,L,240,100,37,92,40.2,4,14,28.6,22,28,78.6,18,33,51,20,6,4,12,11,-17
CHI,CHI vs. TOR,04/14/1997,W,240,117,48,96,50.0,12,29,41.4,9,12,75.0,13,37,50,44,8,11,9,22,17
MIN,MIN @ MIA,04/14/1997,W,240,95,37,69,53.6,4,7,57.1,17,22,77.3,8,27,35,23,10,4,19,17,8
MIA,MIA vs. MIN,04/14/1997,L,240,87,37,76,48.7,6,22,27.3,7,11,63.6,10,23,33,25,11,2,17,17,-8
WAS,WAS @ PHI,04/14/1997,W,240,131,54,98,55.1,3,15,20.0,20,23,87.0,16,37,53,30,14,4,15,24,21
PHI,PHI vs. WAS,04/14/1997,L,240,110,42,91,46.2,8,23,34.8,18,33,54.5,16,29,45,22,8,2,18,20,-21
GSW,GSW @ DEN,04/14/1997,W,240,103,38,93,40.9,2,12,16.7,25,27,92.6,16,38,54,15,5,3,8,16,10
DEN,DEN vs. GSW,04/14/1997,L,240,93,35,83,42.2,10,24,41.7,13,19,68.4,6,35,41,24,6,3,12,24,-10
DAL,DAL vs. LAC,04/14/1997,L,240,93,33,87,37.9,4,15,26.7,23,27,85.2,23,28,51,14,10,3,21,27,-6
LAC,LAC @ DAL,04/14/1997,W,240,99,34,76,44.7,7,19,36.8,24,30,80.0,15,32,47,19,9,7,22,22,6
NYK,NYK @ IND,04/14/1997,L,265,107,33,75,44.0,6,11,54.5,35,45,77.8,12,31,43,20,4,7,18,37,-3
IND,IND vs. NYK,04/14/1997,W,265,110,35,81,43.2,1,9,11.1,39,50,78.0,14,32,46,18,9,2,11,33,3
GSW,GSW vs. PHX,04/13/1997,L,240,97,38,90,42.2,5,17,29.4,16,25,64.0,19,32,51,15,7,3,14,19,-8
PHX,PHX @ GSW,04/13/1997,W,240,105,36,83,43.4,10,29,34.5,23,25,92.0,7,32,39,24,8,3,9,17,8
CHI,CHI @ DET,04/13/1997,L,240,91,38,83,45.8,4,13,30.8,11,16,68.8,14,27,41,26,2,1,10,13,-17
DET,DET vs. CHI,04/13/1997,W,240,108,44,87,50.6,8,20,40.0,12,14,85.7,12,29,41,23,7,3,8,21,17
MIL,MIL vs. NJN,04/13/1997,W,240,132,48,79,60.8,5,13,38.5,31,42,73.8,11,16,27,29,10,7,8,32,9
NJN,NJN @ MIL,04/13/1997,L,240,123,41,80,51.3,7,17,41.2,34,42,81.0,16,25,41,29,5,3,17,27,-9
LAL,LAL vs. UTA,04/13/1997,W,240,100,34,78,43.6,6,21,28.6,26,39,66.7,17,21,38,24,10,4,10,24,2
UTA,UTA @ LAL,04/13/1997,L,240,98,33,64,51.6,4,8,50.0,28,32,87.5,7,30,37,25,5,3,18,30,-2
HOU,HOU vs. SEA,04/13/1997,W,240,113,42,93,45.2,13,39,33.3,16,22,72.7,21,44,65,31,7,7,15,19,40
SEA,SEA @ HOU,04/13/1997,L,240,73,29,92,31.5,4,20,20.0,11,17,64.7,18,27,45,16,8,2,16,20,-40
DEN,DEN @ LAC,04/12/1997,L,240,94,34,76,44.7,7,17,41.2,19,25,76.0,8,27,35,13,4,2,20,16,-22
LAC,LAC vs. DEN,04/12/1997,W,240,116,47,85,55.3,10,20,50.0,12,16,75.0,10,32,42,25,14,10,14,19,22
IND,IND @ TOR,04/12/1997,W,240,100,41,77,53.2,4,12,33.3,14,25,56.0,12,29,41,29,6,8,15,26,11
TOR,TOR vs. IND,04/12/1997,L,240,89,30,82,36.6,6,19,31.6,23,32,71.9,19,25,44,23,11,12,16,22,-11
PHI,PHI @ CLE,04/12/1997,L,240,118,43,85,50.6,5,12,41.7,27,37,73.0,18,27,45,17,8,0,20,33,-7
CLE,CLE vs. PHI,04/12/1997,W,240,125,41,78,52.6,10,21,47.6,33,45,73.3,14,28,42,33,11,6,15,29,7
CHH,CHH vs. WAS,04/12/1997,W,240,99,37,82,45.1,7,17,41.2,18,21,85.7,13,26,39,18,5,9,14,18,2
WAS,WAS @ CHH,04/12/1997,L,240,97,41,85,48.2,3,10,30.0,12,17,70.6,14,27,41,27,10,3,12,18,-2
ATL,ATL @ MIN,04/12/1997,W,240,80,23,76,30.3,5,23,21.7,29,34,85.3,18,35,53,15,6,5,11,15,14
MIN,MIN vs. ATL,04/12/1997,L,240,66,22,73,30.1,3,12,25.0,19,22,86.4,11,32,43,14,2,7,16,28,-14
BOS,BOS @ ORL,04/12/1997,L,240,98,40,93,43.0,6,21,28.6,12,23,52.2,16,24,40,20,8,4,19,25,-23
ORL,ORL vs. BOS,04/12/1997,W,240,121,45,91,49.5,7,20,35.0,24,26,92.3,14,35,49,32,16,5,16,22,23
MIA,MIA vs. NYK,04/12/1997,L,240,99,37,80,46.3,9,27,33.3,16,22,72.7,11,21,32,22,9,5,18,32,-1
NYK,NYK @ MIA,04/12/1997,W,240,100,31,63,49.2,5,9,55.6,33,36,91.7,9,29,38,18,8,7,22,23,1
DAL,DAL vs. VAN,04/12/1997,L,240,85,32,74,43.2,8,19,42.1,13,20,65.0,10,19,29,15,8,6,14,16,-11
VAN,VAN @ DAL,04/12/1997,W,240,96,38,77,49.4,7,16,43.8,13,16,81.3,12,29,41,26,8,4,19,21,11
SAS,SAS vs. SEA,04/12/1997,L,240,91,35,88,39.8,10,27,37.0,11,18,61.1,20,28,48,25,5,11,15,27,-5
SEA,SEA @ SAS,04/12/1997,W,240,96,33,73,45.2,3,14,21.4,27,36,75.0,14,30,44,15,5,6,12,18,5
WAS,WAS vs. NJN,04/11/1997,W,240,109,47,86,54.7,2,12,16.7,13,18,72.2,6,33,39,27,12,5,9,18,19
NJN,NJN @ WAS,04/11/1997,L,240,90,36,100,36.0,5,17,29.4,13,22,59.1,28,32,60,15,5,7,18,17,-19
CLE,CLE @ BOS,04/11/1997,L,265,101,32,75,42.7,7,16,43.8,30,36,83.3,9,37,46,20,7,4,19,24,-2
BOS,BOS vs. CLE,04/11/1997,W,265,103,36,82,43.9,9,20,45.0,22,29,75.9,5,31,36,25,10,6,12,27,2
DET,DET vs. CHH,04/11/1997,L,240,85,34,70,48.6,6,19,31.6,11,17,64.7,5,25,30,17,6,1,9,20,-8
CHH,CHH @ DET,04/11/1997,W,240,93,37,77,48.1,3,13,23.1,16,21,76.2,15,32,47,16,5,0,10,14,8
MIL,MIL vs. PHI,04/11/1997,W,240,126,47,90,52.2,7,10,70.0,25,31,80.6,16,26,42,22,9,7,15,29,8
PHI,PHI @ MIL,04/11/1997,L,240,118,41,88,46.6,4,13,30.8,32,38,84.2,16,25,41,24,6,3,15,24,-8
GSW,GSW @ SAC,04/11/1997,L,240,87,31,74,41.9,6,15,40.0,19,30,63.3,11,30,41,11,7,5,19,13,-10
SAC,SAC vs. GSW,04/11/1997,W,240,97,40,95,42.1,5,14,35.7,12,15,80.0,16,32,48,29,11,6,13,23,10
LAL,LAL vs. PHX,04/11/1997,W,240,114,46,96,47.9,8,20,40.0,14,19,73.7,19,30,49,25,8,12,13,24,16
PHX,PHX @ LAL,04/11/1997,L,240,98,33,83,39.8,8,22,36.4,24,36,66.7,17,23,40,21,3,5,13,22,-16
HOU,HOU @ UTA,04/11/1997,L,240,83,25,82,30.5,5,28,17.9,28,32,87.5,18,36,54,14,8,7,15,28,-21
UTA,UTA vs. HOU,04/11/1997,W,240,104,35,85,41.2,6,16,37.5,28,36,77.8,13,38,51,24,11,9,10,23,21
IND,IND vs. ATL,04/11/1997,L,240,92,36,74,48.6,3,12,25.0,17,20,85.0,10,22,32,18,6,5,17,18,-12
ATL,ATL @ IND,04/11/1997,W,240,104,38,69,55.1,11,21,52.4,17,20,85.0,8,22,30,21,11,2,18,20,12
DEN,DEN @ GSW,04/10/1997,L,265,107,44,102,43.1,9,24,37.5,10,15,66.7,9,44,53,33,6,5,13,20,-2
GSW,GSW vs. DEN,04/10/1997,W,265,109,42,102,41.2,7,18,38.9,18,24,75.0,18,41,59,27,7,7,12,16,2
LAC,LAC vs. MIN,04/10/1997,L,240,96,33,87,37.9,8,20,40.0,22,31,71.0,15,23,38,15,12,7,15,22,-12
MIN,MIN @ LAC,04/10/1997,W,240,108,41,79,51.9,5,12,41.7,21,26,80.8,11,36,47,22,7,11,19,27,12
ORL,ORL @ TOR,04/10/1997,W,240,105,38,80,47.5,9,22,40.9,20,24,83.3,14,39,53,32,9,8,12,22,36
TOR,TOR vs. ORL,04/10/1997,L,240,69,25,85,29.4,3,27,11.1,16,26,61.5,25,29,54,18,8,7,16,20,-36
SAC,SAC vs. PHX,04/10/1997,L,240,99,38,82,46.3,8,21,38.1,15,24,62.5,11,32,43,29,11,3,18,18,-2
PHX,PHX @ SAC,04/10/1997,W,240,101,44,84,52.4,5,18,27.8,8,15,53.3,8,30,38,30,7,4,16,21,2
MIA,MIA vs. DET,04/10/1997,W,240,93,37,77,48.1,11,32,34.4,8,9,88.9,11,28,39,26,6,8,16,27,10
DET,DET @ MIA,04/10/1997,L,240,83,32,71,45.1,2,11,18.2,17,23,73.9,11,24,35,16,7,4,11,17,-10
NYK,NYK vs. CHI,04/10/1997,L,240,103,39,80,48.8,8,21,38.1,17,22,77.3,12,33,45,29,4,4,17,24,-2
CHI,CHI @ NYK,04/10/1997,W,240,105,37,88,42.0,9,17,52.9,22,28,78.6,14,23,37,19,9,4,11,16,2
SEA,SEA @ DAL,04/10/1997,W,240,90,30,64,46.9,4,17,23.5,26,32,81.3,9,31,40,20,8,4,20,24,8
DAL,DAL vs. SEA,04/10/1997,L,240,82,30,66,45.5,7,24,29.2,15,25,60.0,7,24,31,17,12,2,19,26,-8
POR,POR @ SAS,04/10/1997,W,240,98,39,80,48.8,2,10,20.0,18,22,81.8,9,33,42,28,15,7,13,25,17
SAS,SAS vs. POR,04/10/1997,L,240,81,31,82,37.8,4,15,26.7,15,25,60.0,20,28,48,19,3,8,20,13,-17
VAN,VAN @ HOU,04/10/1997,L,240,94,38,80,47.5,8,19,42.1,10,11,90.9,13,32,45,25,4,5,19,21,-8
HOU,HOU vs. VAN,04/10/1997,W,240,102,39,81,48.1,8,21,38.1,16,26,61.5,12,26,38,29,14,5,10,13,8
NJN,NJN vs. MIL,04/10/1997,W,240,93,37,83,44.6,7,10,70.0,12,19,63.2,16,37,53,23,14,5,20,16,5
MIL,MIL @ NJN,04/10/1997,L,240,88,35,80,43.8,8,15,53.3,10,15,66.7,11,28,39,23,9,8,18,16,-5
CHH,CHH vs. BOS,04/09/1997,W,240,136,48,81,59.3,15,21,71.4,25,29,86.2,14,29,43,33,15,6,27,26,25
BOS,BOS @ CHH,04/09/1997,L,240,111,43,105,41.0,7,22,31.8,18,22,81.8,24,16,40,24,11,2,19,24,-25
PHI,PHI vs. ATL,04/09/1997,L,240,101,32,90,35.6,3,9,33.3,34,41,82.9,20,34,54,19,9,4,28,17,-15
ATL,ATL @ PHI,04/09/1997,W,240,116,45,101,44.6,10,24,41.7,16,21,76.2,17,35,52,28,23,13,21,24,15
LAL,LAL @ UTA,04/09/1997,L,240,89,28,75,37.3,8,20,40.0,25,34,73.5,14,25,39,19,8,4,15,24,-12
UTA,UTA vs. LAL,04/09/1997,W,240,101,37,73,50.7,2,12,16.7,25,27,92.6,7,36,43,27,10,4,16,29,12
IND,IND vs. CHI,04/09/1997,L,240,80,29,74,39.2,4,18,22.2,18,20,90.0,14,30,44,18,7,9,18,18,-6
CHI,CHI @ IND,04/09/1997,W,240,86,30,76,39.5,6,15,40.0,20,25,80.0,17,31,48,14,13,2,18,24,6
LAL,LAL @ GSW,04/08/1997,W,240,109,39,70,55.7,11,22,50.0,20,25,80.0,11,30,41,22,15,5,20,23,24
GSW,GSW vs. LAL,04/08/1997,L,240,85,34,84,40.5,2,11,18.2,15,20,75.0,20,19,39,25,11,3,19,16,-24
LAC,LAC vs. HOU,04/08/1997,L,240,117,43,95,45.3,9,27,33.3,22,30,73.3,15,24,39,27,15,7,8,28,-10
HOU,HOU @ LAC,04/08/1997,W,240,127,42,71,59.2,10,20,50.0,33,36,91.7,3,35,38,21,6,1,19,22,10
WAS,WAS @ TOR,04/08/1997,L,240,94,39,81,48.1,6,18,33.3,10,17,58.8,9,31,40,33,6,7,17,25,-6
TOR,TOR vs. WAS,04/08/1997,W,240,100,35,81,43.2,7,20,35.0,23,32,71.9,15,27,42,29,9,6,17,17,6
ORL,ORL @ MIL,04/08/1997,W,240,97,35,80,43.8,5,15,33.3,22,25,88.0,10,29,39,25,10,5,7,16,15
MIL,MIL vs. ORL,04/08/1997,L,240,82,32,73,43.8,1,8,12.5,17,23,73.9,13,32,45,12,2,2,17,26,-15
MIN,MIN @ PHX,04/08/1997,L,240,107,39,89,43.8,6,13,46.2,23,29,79.3,15,29,44,19,6,3,15,31,-8
PHX,PHX vs. MIN,04/08/1997,W,240,115,40,81,49.4,7,21,33.3,28,37,75.7,12,31,43,27,9,4,11,18,8
VAN,VAN @ SAC,04/08/1997,L,240,93,34,83,41.0,3,14,21.4,22,30,73.3,17,31,48,21,5,6,15,21,-16
SAC,SAC vs. VAN,04/08/1997,W,240,109,41,82,50.0,7,9,77.8,20,24,83.3,12,28,40,26,7,4,11,26,16
NYK,NYK vs. CLE,04/08/1997,L,240,73,29,66,43.9,5,15,33.3,10,15,66.7,11,28,39,20,3,2,19,16,-20
CLE,CLE @ NYK,04/08/1997,W,240,93,40,79,50.6,7,16,43.8,6,8,75.0,8,24,32,26,7,0,9,14,20
POR,POR @ DAL,04/08/1997,L,240,82,28,74,37.8,6,16,37.5,20,22,90.9,8,29,37,16,9,7,15,24,-5
DAL,DAL vs. POR,04/08/1997,W,240,87,31,71,43.7,5,12,41.7,20,32,62.5,9,31,40,20,4,7,16,18,5
SAS,SAS vs. DEN,04/08/1997,W,240,96,42,109,38.5,4,12,33.3,8,14,57.1,32,35,67,22,10,8,9,19,6
DEN,DEN @ SAS,04/08/1997,L,240,90,33,87,37.9,9,27,33.3,15,22,68.2,19,34,53,23,4,9,15,16,-6
MIA,MIA @ NJN,04/08/1997,W,240,94,35,76,46.1,11,26,42.3,13,21,61.9,16,22,38,16,6,5,14,26,2
NJN,NJN vs. MIA,04/08/1997,L,240,92,34,80,42.5,7,17,41.2,17,23,73.9,19,27,46,18,9,4,15,24,-2
CLE,CLE vs. CHH,04/07/1997,L,265,105,38,67,56.7,5,12,41.7,24,31,77.4,7,21,28,26,6,6,20,27,-5
CHH,CHH @ CLE,04/07/1997,W,265,110,37,75,49.3,8,18,44.4,28,32,87.5,10,23,33,25,10,1,19,28,5
