TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
IND,IND @ LAL,06/19/2000,L,240,111,36,77,46.8,12,25,48.0,27,32,84.4,9,32,41,24,2,6,9,27,-5
LAL,LAL vs. IND,06/19/2000,W,240,116,43,90,47.8,10,17,58.8,20,33,60.6,13,31,44,25,5,7,5,24,5
IND,IND vs. LAL,06/16/2000,W,240,120,39,68,57.4,10,20,50.0,32,36,88.9,6,40,46,26,7,4,14,24,33
LAL,LAL @ IND,06/16/2000,L,240,87,36,90,40.0,4,19,21.1,11,21,52.4,13,21,34,18,9,2,12,33,-33
LAL,LAL @ IND,06/14/2000,W,265,120,48,93,51.6,4,12,33.3,20,30,66.7,14,28,42,20,6,4,12,31,2
IND,IND vs. LAL,06/14/2000,L,265,118,42,84,50.0,10,19,52.6,24,28,85.7,9,30,39,22,5,3,12,28,-2
IND,IND vs. LAL,06/11/2000,W,240,100,36,78,46.2,7,18,38.9,21,24,87.5,9,30,39,14,8,3,12,19,9
LAL,LAL @ IND,06/11/2000,L,240,91,38,76,50.0,7,17,41.2,8,19,42.1,8,25,33,23,9,4,16,27,-9
IND,IND @ LAL,06/09/2000,L,240,104,33,88,37.5,5,20,25.0,33,39,84.6,13,33,46,19,5,5,4,38,-7
LAL,LAL vs. IND,06/09/2000,W,240,111,36,75,48.0,7,15,46.7,32,57,56.1,11,36,47,29,3,8,9,26,7
LAL,LAL vs. IND,06/07/2000,W,240,104,45,88,51.1,3,12,25.0,11,19,57.9,14,34,48,25,9,6,11,19,17
IND,IND @ LAL,06/07/2000,L,240,87,32,76,42.1,5,14,35.7,18,23,78.3,6,30,36,16,6,5,14,23,-17
LAL,LAL vs. POR,06/04/2000,W,240,89,31,63,49.2,7,19,36.8,20,37,54.1,7,34,41,25,4,6,13,25,5
POR,POR @ LAL,06/04/2000,L,240,84,32,77,41.6,8,15,53.3,12,16,75.0,6,27,33,15,6,3,10,32,-5
POR,POR vs. LAL,06/02/2000,W,240,103,37,74,50.0,1,8,12.5,28,34,82.4,12,31,43,19,7,6,10,19,10
LAL,LAL @ POR,06/02/2000,L,240,93,34,75,45.3,12,19,63.2,13,27,48.1,11,23,34,25,6,7,11,27,-10
IND,IND @ NYK,06/02/2000,W,240,93,29,74,39.2,7,22,31.8,28,31,90.3,8,34,42,14,8,2,11,22,13
NYK,NYK vs. IND,06/02/2000,L,240,80,31,74,41.9,4,10,40.0,14,19,73.7,5,29,34,17,6,4,13,26,-13
IND,IND vs. NYK,05/31/2000,W,240,88,29,79,36.7,10,26,38.5,20,25,80.0,13,32,45,17,6,6,7,18,9
NYK,NYK @ IND,05/31/2000,L,240,79,30,75,40.0,6,15,40.0,13,17,76.5,9,34,43,16,4,3,9,25,-9
POR,POR @ LAL,05/30/2000,W,240,96,32,74,43.2,6,17,35.3,26,34,76.5,12,31,43,19,10,7,12,28,8
LAL,LAL vs. POR,05/30/2000,L,240,88,30,79,38.0,6,27,22.2,22,30,73.3,14,30,44,20,7,6,16,30,-8
IND,IND @ NYK,05/29/2000,L,240,89,36,79,45.6,8,19,42.1,9,10,90.0,10,22,32,19,7,2,11,19,-2
NYK,NYK vs. IND,05/29/2000,W,240,91,35,71,49.3,10,14,71.4,11,16,68.8,10,31,41,22,6,6,14,18,2
POR,POR vs. LAL,05/28/2000,L,240,91,30,77,39.0,5,16,31.3,26,34,76.5,12,25,37,18,7,2,13,30,-12
LAL,LAL @ POR,05/28/2000,W,240,103,33,71,46.5,6,13,46.2,31,34,91.2,10,32,42,19,5,7,13,29,12
NYK,NYK vs. IND,05/27/2000,W,240,98,39,74,52.7,2,8,25.0,18,24,75.0,5,23,28,15,7,2,7,19,3
IND,IND @ NYK,05/27/2000,L,240,95,36,70,51.4,7,16,43.8,16,18,88.9,4,29,33,19,2,3,15,19,-3
POR,POR vs. LAL,05/26/2000,L,240,91,35,69,50.7,7,15,46.7,14,17,82.4,5,23,28,22,9,2,15,25,-2
LAL,LAL @ POR,05/26/2000,W,240,93,38,71,53.5,3,13,23.1,14,22,63.6,11,24,35,21,7,6,14,21,2
NYK,NYK @ IND,05/25/2000,L,240,84,34,78,43.6,2,12,16.7,14,18,77.8,10,35,45,16,5,4,10,30,-4
IND,IND vs. NYK,05/25/2000,W,240,88,28,77,36.4,4,18,22.2,28,38,73.7,15,34,49,14,3,4,8,20,4
NYK,NYK @ IND,05/23/2000,L,240,88,35,80,43.8,6,11,54.5,12,17,70.6,7,28,35,17,3,3,8,18,-14
IND,IND vs. NYK,05/23/2000,W,240,102,40,83,48.2,10,15,66.7,12,12,100.0,8,35,43,32,4,9,9,21,14
LAL,LAL vs. POR,05/22/2000,L,240,77,27,69,39.1,6,23,26.1,17,32,53.1,6,28,34,22,4,3,14,36,-29
POR,POR @ LAL,05/22/2000,W,240,106,33,74,44.6,5,11,45.5,35,45,77.8,12,37,49,16,11,3,7,30,29
NYK,NYK @ MIA,05/21/2000,W,240,83,26,72,36.1,3,14,21.4,28,31,90.3,13,33,46,11,3,4,6,19,1
MIA,MIA vs. NYK,05/21/2000,L,240,82,33,80,41.3,5,17,29.4,11,21,52.4,14,29,43,18,4,5,5,24,-1
POR,POR @ LAL,05/20/2000,L,240,94,33,78,42.3,7,21,33.3,21,24,87.5,8,31,39,17,4,2,12,32,-15
LAL,LAL vs. POR,05/20/2000,W,240,109,38,71,53.5,9,19,47.4,24,43,55.8,5,31,36,26,4,10,7,24,15
NYK,NYK vs. MIA,05/19/2000,W,240,72,27,71,38.0,3,10,30.0,15,19,78.9,8,38,46,13,6,0,11,26,2
MIA,MIA @ NYK,05/19/2000,L,240,70,22,66,33.3,5,22,22.7,21,29,72.4,4,37,41,17,5,4,8,24,-2
IND,IND @ PHI,05/19/2000,W,240,106,39,76,51.3,7,17,41.2,21,26,80.8,10,36,46,25,5,9,13,20,16
PHI,PHI vs. IND,05/19/2000,L,240,90,34,87,39.1,2,14,14.3,20,28,71.4,16,25,41,15,8,1,8,20,-16
MIA,MIA vs. NYK,05/17/2000,W,240,87,31,74,41.9,5,14,35.7,20,27,74.1,11,31,42,20,4,6,10,22,6
NYK,NYK @ MIA,05/17/2000,L,240,81,35,74,47.3,3,9,33.3,8,12,66.7,5,27,32,16,7,1,7,26,-6
UTA,UTA @ POR,05/16/2000,L,240,79,31,75,41.3,2,9,22.2,15,23,65.2,8,30,38,25,9,5,13,26,-2
POR,POR vs. UTA,05/16/2000,W,240,81,31,73,42.5,4,15,26.7,15,23,65.2,8,36,44,20,8,5,17,25,2
PHX,PHX @ LAL,05/16/2000,L,240,65,23,80,28.8,4,18,22.2,15,21,71.4,12,31,43,15,9,4,15,28,-22
LAL,LAL vs. PHX,05/16/2000,W,240,87,29,80,36.3,6,13,46.2,23,37,62.2,21,38,59,17,6,8,14,19,22
IND,IND vs. PHI,05/15/2000,L,240,86,34,84,40.5,3,16,18.8,15,20,75.0,10,24,34,17,9,7,14,26,-21
PHI,PHI @ IND,05/15/2000,W,240,107,39,78,50.0,3,10,30.0,26,32,81.3,10,35,45,18,10,5,11,22,21
PHX,PHX vs. LAL,05/14/2000,W,240,117,45,86,52.3,10,21,47.6,17,27,63.0,16,28,44,31,7,4,15,33,19
LAL,LAL @ PHX,05/14/2000,L,240,98,34,77,44.2,2,16,12.5,28,45,62.2,15,25,40,22,8,3,14,26,-19
NYK,NYK vs. MIA,05/14/2000,W,240,91,33,78,42.3,8,17,47.1,17,22,77.3,13,24,37,19,9,2,11,21,8
MIA,MIA @ NYK,05/14/2000,L,240,83,31,72,43.1,4,15,26.7,17,22,77.3,16,32,48,21,7,3,19,23,-8
UTA,UTA vs. POR,05/14/2000,W,240,88,31,68,45.6,3,11,27.3,23,34,67.6,9,32,41,22,7,5,13,30,3
POR,POR @ UTA,05/14/2000,L,240,85,27,72,37.5,7,20,35.0,24,34,70.6,15,25,40,15,9,8,16,25,-3
IND,IND @ PHI,05/13/2000,L,240,90,31,80,38.8,7,25,28.0,21,25,84.0,9,28,37,19,6,4,9,26,-2
PHI,PHI vs. IND,05/13/2000,W,240,92,30,78,38.5,3,11,27.3,29,43,67.4,20,33,53,18,4,1,11,26,2
PHX,PHX vs. LAL,05/12/2000,L,240,99,35,77,45.5,4,19,21.1,25,34,73.5,10,30,40,22,6,2,9,34,-6
LAL,LAL @ PHX,05/12/2000,W,240,105,32,70,45.7,6,17,35.3,35,51,68.6,13,27,40,15,4,3,10,28,6
MIA,MIA @ NYK,05/12/2000,W,265,77,31,85,36.5,4,9,44.4,11,14,78.6,16,29,45,19,11,1,14,26,1
NYK,NYK vs. MIA,05/12/2000,L,265,76,26,64,40.6,4,9,44.4,20,24,83.3,5,29,34,12,9,10,19,19,-1
POR,POR @ UTA,05/11/2000,W,240,103,40,78,51.3,4,11,36.4,19,24,79.2,11,27,38,26,6,1,10,26,19
UTA,UTA vs. POR,05/11/2000,L,240,84,28,70,40.0,5,14,35.7,23,31,74.2,12,27,39,22,5,6,12,27,-19
LAL,LAL vs. PHX,05/10/2000,W,240,97,39,73,53.4,3,10,30.0,16,28,57.1,9,28,37,23,8,8,13,17,1
PHX,PHX @ LAL,05/10/2000,L,240,96,37,85,43.5,5,16,31.3,17,22,77.3,17,26,43,20,8,1,12,26,-1
PHI,PHI vs. IND,05/10/2000,L,240,89,32,77,41.6,1,7,14.3,24,32,75.0,14,28,42,15,6,6,13,19,-8
IND,IND @ PHI,05/10/2000,W,240,97,38,78,48.7,9,20,45.0,12,15,80.0,11,29,40,24,9,5,12,26,8
NYK,NYK @ MIA,05/09/2000,W,240,82,24,68,35.3,3,10,30.0,31,42,73.8,8,35,43,10,6,7,11,28,6
MIA,MIA vs. NYK,05/09/2000,L,240,76,25,74,33.8,7,22,31.8,19,33,57.6,12,38,50,15,6,7,12,32,-6
POR,POR vs. UTA,05/09/2000,W,240,103,36,64,56.3,6,12,50.0,25,35,71.4,6,29,35,23,10,4,18,26,18
UTA,UTA @ POR,05/09/2000,L,240,85,33,73,45.2,3,11,27.3,16,21,76.2,7,26,33,23,5,1,16,29,-18
PHI,PHI @ IND,05/08/2000,L,240,97,34,78,43.6,3,13,23.1,26,37,70.3,10,29,39,22,7,3,12,26,-6
IND,IND vs. PHI,05/08/2000,W,240,103,37,76,48.7,8,21,38.1,21,25,84.0,8,30,38,28,5,5,14,30,6
NYK,NYK @ MIA,05/07/2000,L,240,83,33,78,42.3,2,10,20.0,15,20,75.0,8,32,40,14,9,4,12,20,-4
MIA,MIA vs. NYK,05/07/2000,W,240,87,33,71,46.5,3,16,18.8,18,23,78.3,7,34,41,17,7,3,13,20,4
UTA,UTA @ POR,05/07/2000,L,240,75,28,76,36.8,3,13,23.1,16,23,69.6,11,31,42,18,2,8,13,27,-19
POR,POR vs. UTA,05/07/2000,W,240,94,28,73,38.4,4,11,36.4,34,41,82.9,14,27,41,20,10,3,7,22,19
LAL,LAL vs. PHX,05/07/2000,W,240,105,40,92,43.5,4,11,36.4,21,26,80.8,19,33,52,18,14,10,11,23,28
PHX,PHX @ LAL,05/07/2000,L,240,77,28,77,36.4,3,18,16.7,18,27,66.7,14,28,42,18,6,6,23,25,-28
PHI,PHI @ IND,05/06/2000,L,240,91,36,82,43.9,3,8,37.5,16,22,72.7,13,29,42,18,2,5,13,16,-17
IND,IND vs. PHI,05/06/2000,W,240,108,39,79,49.4,11,21,52.4,19,21,90.5,8,29,37,27,7,8,7,23,17
SAC,SAC @ LAL,05/05/2000,L,240,86,26,77,33.8,7,18,38.9,27,34,79.4,10,25,35,14,9,3,12,20,-27
LAL,LAL vs. SAC,05/05/2000,W,240,113,47,90,52.2,2,12,16.7,17,26,65.4,19,35,54,31,6,12,11,22,27
SEA,SEA @ UTA,05/05/2000,L,240,93,36,82,43.9,7,17,41.2,14,17,82.4,10,25,35,19,5,1,10,18,-3
UTA,UTA vs. SEA,05/05/2000,W,240,96,41,81,50.6,5,15,33.3,9,15,60.0,11,30,41,31,5,8,12,22,3
MIL,MIL @ IND,05/04/2000,L,240,95,36,82,43.9,2,9,22.2,21,25,84.0,11,32,43,15,4,0,7,26,-1
IND,IND vs. MIL,05/04/2000,W,240,96,36,83,43.4,6,18,33.3,18,25,72.0,10,34,44,24,4,2,7,25,1
SEA,SEA vs. UTA,05/03/2000,W,240,104,39,88,44.3,8,23,34.8,18,23,78.3,14,28,42,24,12,6,12,23,11
UTA,UTA @ SEA,05/03/2000,L,240,93,32,77,41.6,6,12,50.0,23,26,88.5,14,29,43,20,7,4,18,19,-11
PHX,PHX vs. SAS,05/02/2000,W,240,89,37,80,46.3,3,12,25.0,12,19,63.2,12,37,49,25,9,8,18,27,11
SAS,SAS @ PHX,05/02/2000,L,240,78,27,73,37.0,0,9,0.0,24,39,61.5,11,32,43,17,11,5,17,22,-11
POR,POR @ MIN,05/02/2000,W,240,85,31,66,47.0,3,13,23.1,20,27,74.1,7,33,40,15,6,4,15,23,8
MIN,MIN vs. POR,05/02/2000,L,240,77,29,82,35.4,3,11,27.3,16,18,88.9,14,25,39,19,7,3,12,23,-8
LAL,LAL @ SAC,05/02/2000,L,240,88,33,87,37.9,3,17,17.6,19,29,65.5,14,37,51,12,7,3,13,21,-13
SAC,SAC vs. LAL,05/02/2000,W,240,101,36,82,43.9,9,21,42.9,20,27,74.1,11,37,48,16,10,8,11,21,13
MIL,MIL vs. IND,05/01/2000,W,240,100,42,85,49.4,5,12,41.7,11,15,73.3,10,34,44,31,9,8,13,29,13
IND,IND @ MIL,05/01/2000,L,240,87,30,75,40.0,0,13,0.0,27,32,84.4,10,29,39,14,4,3,16,18,-13
CHH,CHH @ PHI,05/01/2000,L,240,99,36,81,44.4,4,13,30.8,23,28,82.1,16,28,44,27,6,6,9,25,-6
PHI,PHI vs. CHH,05/01/2000,W,240,105,40,78,51.3,7,19,36.8,18,23,78.3,9,27,36,29,4,9,8,23,6
TOR,TOR vs. NYK,04/30/2000,L,240,80,29,83,34.9,3,21,14.3,19,24,79.2,17,29,46,21,12,7,12,26,-7
NYK,NYK @ TOR,04/30/2000,W,240,87,29,62,46.8,9,16,56.3,20,28,71.4,7,33,40,13,9,8,17,20,7
MIN,MIN vs. POR,04/30/2000,W,240,94,38,71,53.5,6,10,60.0,12,16,75.0,6,27,33,27,3,3,6,20,7
POR,POR @ MIN,04/30/2000,L,240,87,32,76,42.1,6,19,31.6,17,18,94.4,9,19,28,24,3,5,6,23,-7
LAL,LAL @ SAC,04/30/2000,L,240,91,35,86,40.7,5,12,41.7,16,32,50.0,18,30,48,17,6,3,12,29,-8
SAC,SAC vs. LAL,04/30/2000,W,240,99,35,81,43.2,5,17,29.4,24,34,70.6,16,30,46,16,7,3,9,25,8
DET,DET vs. MIA,04/29/2000,L,240,72,23,73,31.5,3,14,21.4,23,31,74.2,6,28,34,11,10,2,18,27,-19
MIA,MIA @ DET,04/29/2000,W,240,91,37,71,52.1,3,7,42.9,14,25,56.0,9,38,47,21,8,6,22,34,19
PHX,PHX vs. SAS,04/29/2000,W,240,101,38,87,43.7,7,15,46.7,18,24,75.0,20,30,50,29,11,10,14,28,7
SAS,SAS @ PHX,04/29/2000,L,240,94,30,77,39.0,5,14,35.7,29,36,80.6,16,27,43,12,9,4,15,21,-7
SEA,SEA vs. UTA,04/29/2000,W,240,89,29,70,41.4,6,16,37.5,25,36,69.4,14,32,46,20,7,7,18,25,11
UTA,UTA @ SEA,04/29/2000,L,240,78,30,74,40.5,4,10,40.0,14,18,77.8,10,28,38,22,9,3,16,28,-11
IND,IND @ MIL,04/29/2000,W,240,109,41,84,48.8,9,22,40.9,18,19,94.7,13,22,35,25,3,1,6,18,13
MIL,MIL vs. IND,04/29/2000,L,240,96,40,86,46.5,3,16,18.8,13,19,68.4,15,27,42,22,5,5,10,20,-13
