TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
PHX,PHX vs. HOU,04/16/1996,W,240,111,42,86,48.8,2,6,33.3,25,28,89.3,13,40,53,29,2,5,11,19,11
HOU,HOU @ PHX,04/16/1996,L,240,100,38,94,40.4,10,41,24.4,14,16,87.5,11,31,42,26,4,4,10,24,-11
LAC,LAC @ UTH,04/16/1996,L,240,85,33,86,38.4,8,21,38.1,11,17,64.7,16,25,41,20,11,9,16,18,-23
UTH,UTH vs. LAC,04/16/1996,W,240,108,39,77,50.6,5,10,50.0,25,31,80.6,12,29,41,27,10,8,16,17,23
ATL,ATL vs. CLE,04/16/1996,L,240,77,28,65,43.1,8,19,42.1,13,18,72.2,13,20,33,14,6,6,12,18,-3
CLE,CLE @ ATL,04/16/1996,W,240,80,34,78,43.6,2,19,10.5,10,15,66.7,19,25,44,15,4,1,11,20,3
WAS,WAS @ ORL,04/16/1996,L,240,95,34,82,41.5,9,24,37.5,18,23,78.3,17,26,43,20,10,4,17,24,-18
ORL,ORL vs. WAS,04/16/1996,W,240,113,40,83,48.2,9,21,42.9,24,31,77.4,16,28,44,25,11,6,12,23,18
DAL,DAL vs. LAL,04/16/1996,L,240,95,37,98,37.8,3,25,12.0,18,21,85.7,24,25,49,16,10,4,20,23,-18
LAL,LAL @ DAL,04/16/1996,W,240,113,44,86,51.2,9,16,56.3,16,22,72.7,13,35,48,22,14,8,22,18,18
CHI,CHI @ MIL,04/16/1996,W,240,86,33,85,38.8,4,18,22.2,16,23,69.6,18,34,52,21,4,3,13,16,6
MIL,MIL vs. CHI,04/16/1996,L,240,80,34,81,42.0,3,16,18.8,9,15,60.0,10,32,42,14,7,1,9,22,-6
CHH,CHH @ IND,04/15/1996,L,240,87,28,65,43.1,6,14,42.9,25,29,86.2,8,24,32,17,9,6,13,26,-3
IND,IND vs. CHH,04/15/1996,W,240,90,32,74,43.2,5,13,38.5,21,26,80.8,17,30,47,22,10,1,13,26,3
NYK,NYK vs. TOR,04/15/1996,W,240,125,52,87,59.8,10,18,55.6,11,13,84.6,8,27,35,33,12,5,12,19,46
TOR,TOR @ NYK,04/15/1996,L,240,79,29,73,39.7,4,16,25.0,17,24,70.8,12,25,37,20,10,3,24,13,-46
MIA,MIA vs. NJN,04/15/1996,W,240,110,41,75,54.7,9,16,56.3,19,29,65.5,10,33,43,28,10,6,14,25,20
NJN,NJN @ MIA,04/15/1996,L,240,90,32,80,40.0,6,15,40.0,20,24,83.3,12,29,41,18,7,3,15,28,-20
POR,POR vs. SAN,04/15/1996,W,240,121,44,88,50.0,5,12,41.7,28,35,80.0,16,34,50,30,9,6,17,26,24
SAN,SAN @ POR,04/15/1996,L,240,97,33,74,44.6,8,17,47.1,23,31,74.2,6,24,30,20,10,3,17,24,-24
SAC,SAC @ DEN,04/15/1996,W,240,90,33,71,46.5,5,14,35.7,19,24,79.2,7,30,37,12,2,6,8,28,4
DEN,DEN vs. SAC,04/15/1996,L,240,86,29,66,43.9,1,5,20.0,27,42,64.3,11,26,37,13,7,9,10,27,-4
SEA,SEA @ HOU,04/15/1996,W,240,112,41,79,51.9,9,21,42.9,21,24,87.5,7,25,32,27,14,7,15,21,6
HOU,HOU vs. SEA,04/15/1996,L,240,106,38,76,50.0,9,28,32.1,21,25,84.0,6,28,34,25,7,4,18,25,-6
VAN,VAN vs. POR,04/14/1996,L,240,79,30,76,39.5,5,15,33.3,14,18,77.8,4,29,33,29,14,6,12,17,-2
POR,POR @ VAN,04/14/1996,W,240,81,33,73,45.2,5,20,25.0,10,16,62.5,12,40,52,18,9,7,23,14,2
TOR,TOR @ WAS,04/14/1996,L,240,97,35,88,39.8,4,15,26.7,23,28,82.1,19,33,52,14,6,8,18,19,-13
WAS,WAS vs. TOR,04/14/1996,W,240,110,45,89,50.6,8,18,44.4,12,14,85.7,9,32,41,20,10,9,10,22,13
MIN,MIN vs. DEN,04/14/1996,L,240,91,31,76,40.8,4,10,40.0,25,30,83.3,10,26,36,21,5,8,15,27,-7
DEN,DEN @ MIN,04/14/1996,W,240,98,38,76,50.0,1,5,20.0,21,31,67.7,8,30,38,29,6,4,19,27,7
MIL,MIL vs. ORL,04/14/1996,W,240,114,44,78,56.4,5,10,50.0,21,30,70.0,8,28,36,28,5,5,8,23,13
ORL,ORL @ MIL,04/14/1996,L,240,101,40,89,44.9,8,24,33.3,13,25,52.0,13,28,41,25,2,1,10,25,-13
UTH,UTH @ GOS,04/14/1996,L,240,82,35,76,46.1,3,15,20.0,9,15,60.0,13,26,39,28,8,2,14,21,-11
GOS,GOS vs. UTH,04/14/1996,W,240,93,38,79,48.1,6,11,54.5,11,21,52.4,14,29,43,24,7,3,12,16,11
SAC,SAC vs. LAC,04/14/1996,W,240,101,34,79,43.0,4,12,33.3,29,41,70.7,21,28,49,22,9,5,20,30,5
LAC,LAC @ SAC,04/14/1996,L,240,96,36,72,50.0,5,10,50.0,19,30,63.3,11,25,36,19,9,6,22,29,-5
CHH,CHH @ PHL,04/14/1996,W,240,94,38,81,46.9,8,24,33.3,10,12,83.3,10,32,42,25,6,4,7,14,16
PHL,PHL vs. CHH,04/14/1996,L,240,78,32,75,42.7,4,15,26.7,10,12,83.3,9,30,39,23,4,3,14,16,-16
ATL,ATL @ NJN,04/14/1996,W,240,99,30,64,46.9,8,22,36.4,31,39,79.5,10,33,43,17,7,5,15,26,9
NJN,NJN vs. ATL,04/14/1996,L,240,90,33,88,37.5,3,11,27.3,21,29,72.4,26,24,50,16,6,3,12,30,-9
CLE,CLE vs. CHI,04/14/1996,L,240,72,30,75,40.0,6,16,37.5,6,10,60.0,11,22,33,20,7,3,16,15,-26
CHI,CHI @ CLE,04/14/1996,W,240,98,34,70,48.6,11,20,55.0,19,24,79.2,12,30,42,26,13,2,10,14,26
DET,DET vs. BOS,04/14/1996,W,265,105,39,87,44.8,6,13,46.2,21,31,67.7,13,41,54,17,3,6,12,24,9
BOS,BOS @ DET,04/14/1996,L,265,96,37,93,39.8,10,23,43.5,12,18,66.7,16,33,49,13,7,3,10,29,-9
LAL,LAL vs. PHX,04/14/1996,W,240,118,48,89,53.9,9,23,39.1,13,16,81.3,10,29,39,27,6,2,12,22,4
PHX,PHX @ LAL,04/14/1996,L,240,114,47,91,51.6,5,11,45.5,15,18,83.3,11,26,37,26,4,5,10,14,-4
MIA,MIA vs. NYK,04/13/1996,W,240,103,33,74,44.6,7,19,36.8,30,41,73.2,11,39,50,20,5,7,10,19,8
NYK,NYK @ MIA,04/13/1996,L,240,95,38,83,45.8,5,12,41.7,14,19,73.7,7,32,39,23,7,5,9,29,-8
UTH,UTH @ LAC,04/13/1996,L,240,81,32,83,38.6,3,12,25.0,14,21,66.7,13,29,42,15,6,6,13,24,-10
LAC,LAC vs. UTH,04/13/1996,W,240,91,32,77,41.6,8,19,42.1,19,24,79.2,11,33,44,17,8,9,14,24,10
HOU,HOU vs. DAL,04/13/1996,W,240,112,43,88,48.9,7,17,41.2,19,24,79.2,16,34,50,34,11,11,22,21,1
DAL,DAL @ HOU,04/13/1996,L,240,111,41,94,43.6,7,22,31.8,22,30,73.3,20,28,48,26,15,2,15,22,-1
DET,DET @ IND,04/13/1996,L,240,86,32,73,43.8,9,20,45.0,13,15,86.7,10,29,39,15,4,6,10,23,-5
IND,IND vs. DET,04/13/1996,W,240,91,35,76,46.1,5,11,45.5,16,20,80.0,8,29,37,23,6,2,8,17,5
SAN,SAN vs. SEA,04/13/1996,W,240,84,32,72,44.4,4,15,26.7,16,29,55.2,10,33,43,26,10,4,20,26,3
SEA,SEA @ SAN,04/13/1996,L,240,81,28,76,36.8,5,29,17.2,20,27,74.1,9,35,44,18,7,8,20,24,-3
SAC,SAC @ VAN,04/12/1996,L,240,98,40,81,49.4,4,11,36.4,14,20,70.0,11,23,34,25,16,3,19,21,-1
VAN,VAN vs. SAC,04/12/1996,W,240,99,40,72,55.6,5,11,45.5,14,22,63.6,9,28,37,27,14,10,22,19,1
BOS,BOS vs. TOR,04/12/1996,W,240,136,48,97,49.5,13,30,43.3,27,31,87.1,17,29,46,28,16,8,14,26,28
TOR,TOR @ BOS,04/12/1996,L,240,108,41,86,47.7,2,10,20.0,24,35,68.6,18,28,46,23,8,4,25,22,-28
ATL,ATL vs. MIL,04/12/1996,W,240,104,35,77,45.5,4,15,26.7,30,34,88.2,15,31,46,21,8,4,13,16,7
MIL,MIL @ ATL,04/12/1996,L,240,97,40,85,47.1,4,13,30.8,13,17,76.5,13,21,34,16,8,5,16,26,-7
WAS,WAS vs. MIN,04/12/1996,W,240,116,41,75,54.7,10,16,62.5,24,29,82.8,6,25,31,21,10,6,13,22,10
MIN,MIN @ WAS,04/12/1996,L,240,106,44,88,50.0,2,7,28.6,16,23,69.6,18,28,46,21,7,3,16,25,-10
CHI,CHI vs. PHL,04/12/1996,W,240,112,45,83,54.2,9,25,36.0,13,14,92.9,14,24,38,28,11,5,12,22,30
PHL,PHL @ CHI,04/12/1996,L,240,82,32,71,45.1,2,17,11.8,16,23,69.6,12,19,31,17,5,1,15,14,-30
IND,IND @ ORL,04/12/1996,W,240,111,42,86,48.8,7,15,46.7,20,27,74.1,24,27,51,27,5,3,14,22,10
ORL,ORL vs. IND,04/12/1996,L,240,101,39,79,49.4,6,18,33.3,17,27,63.0,15,17,32,18,8,9,12,20,-10
LAL,LAL vs. GOS,04/12/1996,W,240,94,42,84,50.0,4,16,25.0,6,8,75.0,14,24,38,30,6,8,12,13,13
GOS,GOS @ LAL,04/12/1996,L,240,81,31,79,39.2,4,13,30.8,15,16,93.8,16,26,42,17,6,5,15,19,-13
MIA,MIA vs. MIL,04/11/1996,W,240,115,44,80,55.0,7,19,36.8,20,26,76.9,7,27,34,32,10,3,14,30,10
MIL,MIL @ MIA,04/11/1996,L,240,105,35,65,53.8,2,8,25.0,33,38,86.8,6,25,31,29,5,4,20,22,-10
DEN,DEN @ HOU,04/11/1996,L,240,109,44,89,49.4,2,8,25.0,19,29,65.5,18,36,54,28,4,5,15,21,-4
HOU,HOU vs. DEN,04/11/1996,W,240,113,45,85,52.9,5,12,41.7,18,26,69.2,9,26,35,36,11,8,8,27,4
LAC,LAC vs. GOS,04/11/1996,L,240,101,41,96,42.7,6,23,26.1,13,22,59.1,23,22,45,28,6,8,10,15,-10
