TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
UTH,UTH vs. SEA,05/08/1992,W,240,103,38,83,45.8,0,5,0.0,27,31,87.1,14,24,38,24,6,5,6,19,6
BOS,BOS vs. CLE,05/08/1992,W,240,110,46,97,47.4,0,2,0.0,18,23,78.3,21,24,45,26,4,6,7,20,3
CLE,CLE @ BOS,05/08/1992,L,240,107,43,75,57.3,3,7,42.9,18,22,81.8,6,27,33,28,5,3,11,23,-3
PHX,PHX @ POR,05/07/1992,L,240,119,42,95,44.2,6,16,37.5,29,32,90.6,18,28,46,23,6,3,18,25,-7
POR,POR vs. PHX,05/07/1992,W,240,126,48,95,50.5,3,8,37.5,27,39,69.2,14,28,42,29,12,6,11,25,7
NYK,NYK @ CHI,05/07/1992,L,240,78,28,66,42.4,1,11,9.1,21,26,80.8,13,30,43,20,6,4,23,31,-8
CHI,CHI vs. NYK,05/07/1992,W,240,86,33,74,44.6,1,3,33.3,19,32,59.4,11,21,32,27,8,4,11,21,8
SEA,SEA @ UTH,05/06/1992,L,240,100,39,82,47.6,4,9,44.4,18,19,94.7,11,28,39,19,5,5,14,23,-8
UTH,UTH vs. SEA,05/06/1992,W,240,108,40,74,54.1,0,2,0.0,28,33,84.8,6,30,36,27,9,6,13,17,8
POR,POR vs. PHX,05/05/1992,W,240,113,36,93,38.7,3,12,25.0,38,47,80.9,25,22,47,16,15,5,13,25,2
PHX,PHX @ POR,05/05/1992,L,240,111,43,84,51.2,6,10,60.0,19,24,79.2,15,27,42,26,5,7,21,31,-2
NYK,NYK @ CHI,05/05/1992,W,240,94,37,81,45.7,2,8,25.0,18,23,78.3,11,27,38,20,5,9,7,24,5
CHI,CHI vs. NYK,05/05/1992,L,240,89,37,80,46.3,0,3,0.0,15,23,65.2,12,23,35,20,1,7,7,19,-5
LAC,LAC @ UTH,05/04/1992,L,240,89,34,80,42.5,0,5,0.0,21,28,75.0,8,29,37,23,10,7,9,23,-9
UTH,UTH vs. LAC,05/04/1992,W,240,98,37,83,44.6,3,7,42.9,21,31,67.7,21,38,59,16,4,11,18,19,9
BOS,BOS @ CLE,05/04/1992,W,240,104,46,78,59.0,0,1,0.0,12,20,60.0,7,26,33,24,11,7,10,17,6
CLE,CLE vs. BOS,05/04/1992,L,240,98,38,73,52.1,3,8,37.5,19,24,79.2,6,28,34,28,8,7,12,14,-6
LAC,LAC vs. UTH,05/03/1992,W,240,115,43,86,50.0,1,7,14.3,28,36,77.8,15,30,45,27,3,9,12,29,8
UTH,UTH @ LAC,05/03/1992,L,240,107,34,73,46.6,4,7,57.1,35,42,83.3,8,24,32,24,8,5,15,26,-8
DET,DET @ NYK,05/03/1992,L,240,87,29,75,38.7,4,12,33.3,25,34,73.5,16,28,44,20,3,8,15,28,-7
NYK,NYK vs. DET,05/03/1992,W,240,94,35,87,40.2,2,9,22.2,22,33,66.7,23,30,53,18,7,4,13,28,7
POR,POR @ LAL,05/03/1992,W,240,102,34,70,48.6,6,12,50.0,28,40,70.0,11,40,51,28,12,3,17,19,26
LAL,LAL vs. POR,05/03/1992,L,240,76,30,81,37.0,1,5,20.0,15,23,65.2,11,27,38,18,7,4,16,27,-26
CLE,CLE vs. BOS,05/02/1992,W,240,101,40,86,46.5,1,4,25.0,20,23,87.0,13,32,45,25,8,7,6,9,25
BOS,BOS @ CLE,05/02/1992,L,240,76,36,83,43.4,0,2,0.0,4,5,80.0,11,26,37,16,5,7,12,20,-25
NYK,NYK @ DET,05/01/1992,L,240,82,27,70,38.6,4,14,28.6,24,34,70.6,12,29,41,20,5,6,15,27,-4
DET,DET vs. NYK,05/01/1992,W,240,86,32,76,42.1,2,6,33.3,20,25,80.0,10,27,37,24,6,4,15,27,4
SEA,SEA vs. GOS,04/30/1992,W,240,119,44,94,46.8,0,6,0.0,31,37,83.8,22,38,60,19,4,8,17,27,3
GOS,GOS @ SEA,04/30/1992,L,240,116,43,98,43.9,5,15,33.3,25,39,64.1,17,24,41,24,14,6,8,26,-3
CLE,CLE @ NJN,04/30/1992,W,240,98,34,80,42.5,2,5,40.0,28,34,82.4,17,38,55,18,9,8,19,24,9
NJN,NJN vs. CLE,04/30/1992,L,240,89,33,90,36.7,2,11,18.2,21,29,72.4,19,24,43,21,11,10,13,27,-9
CHI,CHI @ MIA,04/29/1992,W,240,119,44,86,51.2,3,5,60.0,28,34,82.4,14,26,40,23,8,4,9,28,5
MIA,MIA vs. CHI,04/29/1992,L,240,114,38,77,49.4,7,15,46.7,31,43,72.1,11,27,38,21,5,6,12,20,-5
LAL,LAL vs. POR,04/29/1992,W,265,121,39,82,47.6,4,5,80.0,39,48,81.3,15,23,38,25,13,3,11,26,2
POR,POR @ LAL,04/29/1992,L,265,119,45,84,53.6,7,14,50.0,22,33,66.7,16,27,43,32,9,4,18,35,-2
PHX,PHX @ SAN,04/29/1992,W,240,101,38,77,49.4,3,7,42.9,22,25,88.0,12,33,45,21,8,5,15,22,9
SAN,SAN vs. PHX,04/29/1992,L,240,92,34,89,38.2,4,11,36.4,20,35,57.1,23,27,50,14,10,11,15,25,-9
GOS,GOS @ SEA,04/28/1992,L,240,128,45,81,55.6,7,13,53.8,31,40,77.5,10,12,22,28,12,4,18,27,-1
SEA,SEA vs. GOS,04/28/1992,W,240,129,48,78,61.5,7,11,63.6,26,34,76.5,12,23,35,23,12,7,23,28,1
DET,DET vs. NYK,04/28/1992,L,265,87,32,85,37.6,2,9,22.2,21,27,77.8,15,28,43,22,8,3,11,22,-3
