TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
CHI,CHI @ UTA,06/14/1998,W,240,87,34,67,50.7,4,10,40.0,15,19,78.9,5,17,22,17,11,4,9,23,1
UTA,UTA vs. CHI,06/14/1998,L,240,86,32,64,50.0,2,10,20.0,20,25,80.0,10,23,33,19,4,0,14,19,-1
UTA,UTA @ CHI,06/12/1998,W,240,83,34,67,50.7,1,5,20.0,14,18,77.8,11,26,37,24,10,3,16,24,2
CHI,CHI vs. UTA,06/12/1998,L,240,81,29,75,38.7,7,20,35.0,16,20,80.0,13,20,33,19,11,5,16,25,-2
CHI,CHI vs. UTA,06/10/1998,W,240,86,27,73,37.0,5,15,33.3,27,40,67.5,17,27,44,18,7,2,9,19,4
UTA,UTA @ CHI,06/10/1998,L,240,82,33,78,42.3,2,15,13.3,14,21,66.7,13,27,40,24,6,1,10,32,-4
UTA,UTA @ CHI,06/07/1998,L,240,54,21,70,30.0,1,9,11.1,11,14,78.6,9,29,38,16,7,3,26,26,-42
CHI,CHI vs. UTA,06/07/1998,W,240,96,37,76,48.7,4,11,36.4,18,26,69.2,11,39,50,25,13,6,17,19,42
UTA,UTA vs. CHI,06/05/1998,L,240,88,33,67,49.3,7,13,53.8,15,19,78.9,9,29,38,22,3,5,19,28,-5
CHI,CHI @ UTA,06/05/1998,W,240,93,34,80,42.5,3,16,18.8,22,27,81.5,18,18,36,17,10,3,7,21,5
CHI,CHI @ UTA,06/03/1998,L,265,85,34,82,41.5,3,16,18.8,14,16,87.5,9,32,41,14,8,8,14,19,-3
UTA,UTA vs. CHI,06/03/1998,W,265,88,38,85,44.7,0,8,0.0,12,15,80.0,9,33,42,23,8,3,13,21,3
CHI,CHI vs. IND,05/31/1998,W,240,88,29,76,38.2,6,15,40.0,24,41,58.5,22,28,50,18,7,2,9,30,5
IND,IND @ CHI,05/31/1998,L,240,83,27,56,48.2,6,16,37.5,23,37,62.2,4,30,34,18,5,2,12,33,-5
CHI,CHI @ IND,05/29/1998,L,240,89,31,76,40.8,2,12,16.7,25,28,89.3,18,26,44,9,5,3,13,25,-3
IND,IND vs. CHI,05/29/1998,W,240,92,33,70,47.1,4,18,22.2,22,35,62.9,10,19,29,12,7,6,7,23,3
CHI,CHI vs. IND,05/27/1998,W,240,106,41,82,50.0,3,9,33.3,21,28,75.0,12,34,46,27,4,8,11,32,19
IND,IND @ CHI,05/27/1998,L,240,87,23,67,34.3,5,11,45.5,36,45,80.0,10,25,35,13,5,5,13,29,-19
CHI,CHI @ IND,05/25/1998,L,240,94,39,70,55.7,4,9,44.4,12,20,60.0,14,26,40,20,3,8,14,22,-2
IND,IND vs. CHI,05/25/1998,W,240,96,38,81,46.9,11,18,61.1,9,12,75.0,15,17,32,23,5,2,7,20,2
LAL,LAL vs. UTA,05/24/1998,L,240,92,32,74,43.2,6,16,37.5,22,33,66.7,13,24,37,18,8,8,7,29,-4
UTA,UTA @ LAL,05/24/1998,W,240,96,31,65,47.7,4,6,66.7,30,33,90.9,8,26,34,23,2,7,12,32,4
IND,IND vs. CHI,05/23/1998,W,240,107,36,67,53.7,7,12,58.3,28,34,82.4,11,18,29,22,7,5,13,31,2
CHI,CHI @ IND,05/23/1998,L,240,105,34,74,45.9,8,16,50.0,29,39,74.4,19,21,40,25,8,3,14,28,-2
LAL,LAL vs. UTA,05/22/1998,L,240,98,35,85,41.2,5,19,26.3,23,38,60.5,16,26,42,21,7,4,13,29,-11
UTA,UTA @ LAL,05/22/1998,W,240,109,39,75,52.0,7,11,63.6,24,29,82.8,7,32,39,29,6,10,15,33,11
CHI,CHI vs. IND,05/19/1998,W,240,104,35,79,44.3,4,16,25.0,30,39,76.9,12,26,38,20,15,5,6,27,6
IND,IND @ CHI,05/19/1998,L,240,98,34,69,49.3,3,12,25.0,27,32,84.4,11,35,46,22,2,2,19,30,-6
LAL,LAL @ UTA,05/18/1998,L,240,95,34,74,45.9,4,16,25.0,23,34,67.6,10,29,39,20,7,3,18,34,-4
UTA,UTA vs. LAL,05/18/1998,W,240,99,35,68,51.5,2,9,22.2,27,38,71.1,8,30,38,21,4,4,17,29,4
CHI,CHI vs. IND,05/17/1998,W,240,85,29,81,35.8,0,6,0.0,27,37,73.0,15,31,46,19,19,4,13,25,6
IND,IND @ CHI,05/17/1998,L,240,79,30,66,45.5,3,12,25.0,16,25,64.0,7,37,44,15,7,4,25,28,-6
LAL,LAL @ UTA,05/16/1998,L,240,77,23,78,29.5,4,23,17.4,27,46,58.7,19,20,39,12,7,8,11,23,-35
UTA,UTA vs. LAL,05/16/1998,W,240,112,43,80,53.8,3,4,75.0,23,30,76.7,12,39,51,31,6,9,15,30,35
CHI,CHI vs. CHH,05/13/1998,W,240,93,36,83,43.4,2,11,18.2,19,24,79.2,18,29,47,20,10,7,8,15,9
CHH,CHH @ CHI,05/13/1998,L,240,84,35,71,49.3,5,12,41.7,9,10,90.0,5,26,31,22,3,5,14,22,-9
IND,IND vs. NYK,05/13/1998,W,240,99,33,71,46.5,4,13,30.8,29,34,85.3,13,33,46,23,4,6,14,16,11
NYK,NYK @ IND,05/13/1998,L,240,88,36,83,43.4,7,21,33.3,9,17,52.9,10,24,34,16,13,5,12,27,-11
LAL,LAL @ SEA,05/12/1998,W,240,110,36,64,56.3,13,24,54.2,25,35,71.4,8,32,40,24,3,10,16,22,15
SEA,SEA vs. LAL,05/12/1998,L,240,95,35,80,43.8,5,18,27.8,20,26,76.9,11,22,33,21,13,1,6,25,-15
SAS,SAS @ UTA,05/12/1998,L,240,77,28,73,38.4,1,11,9.1,20,28,71.4,14,25,39,15,5,5,15,27,-10
UTA,UTA vs. SAS,05/12/1998,W,240,87,28,71,39.4,5,9,55.6,26,33,78.8,12,29,41,18,7,4,11,27,10
CHI,CHI @ CHH,05/10/1998,W,240,94,40,78,51.3,3,10,30.0,11,18,61.1,10,29,39,29,7,5,9,19,14
CHH,CHH vs. CHI,05/10/1998,L,240,80,34,75,45.3,3,11,27.3,9,13,69.2,11,26,37,19,6,3,14,18,-14
IND,IND @ NYK,05/10/1998,W,265,118,41,84,48.8,10,23,43.5,26,32,81.3,11,26,37,23,12,3,14,21,11
NYK,NYK vs. IND,05/10/1998,L,265,107,40,80,50.0,9,14,64.3,18,23,78.3,13,25,38,27,6,2,20,26,-11
SEA,SEA @ LAL,05/10/1998,L,240,100,39,78,50.0,8,13,61.5,14,19,73.7,16,22,38,21,8,3,14,23,-12
LAL,LAL vs. SEA,05/10/1998,W,240,112,43,80,53.8,9,19,47.4,17,28,60.7,19,20,39,30,9,10,9,18,12
SAS,SAS vs. UTA,05/10/1998,L,240,73,27,69,39.1,2,9,22.2,17,26,65.4,10,23,33,13,5,4,6,18,-9
UTA,UTA @ SAS,05/10/1998,W,240,82,34,66,51.5,4,10,40.0,10,14,71.4,5,33,38,21,4,4,10,23,9
NYK,NYK vs. IND,05/09/1998,W,240,83,29,70,41.4,3,13,23.1,22,25,88.0,14,28,42,14,8,2,18,26,7
IND,IND @ NYK,05/09/1998,L,240,76,27,61,44.3,3,13,23.1,19,32,59.4,5,22,27,16,6,1,17,21,-7
SAS,SAS vs. UTA,05/09/1998,W,240,86,27,68,39.7,4,13,30.8,28,35,80.0,19,39,58,13,6,10,16,20,22
UTA,UTA @ SAS,05/09/1998,L,240,64,22,77,28.6,4,14,28.6,16,25,64.0,15,24,39,16,10,8,10,27,-22
CHI,CHI @ CHH,05/08/1998,W,240,103,35,68,51.5,4,8,50.0,29,35,82.9,10,30,40,25,7,2,15,25,14
CHH,CHH vs. CHI,05/08/1998,L,240,89,37,84,44.0,2,15,13.3,13,18,72.2,14,21,35,21,8,3,12,29,-14
LAL,LAL vs. SEA,05/08/1998,W,240,119,44,77,57.1,7,17,41.2,24,39,61.5,17,29,46,26,4,12,11,17,16
SEA,SEA @ LAL,05/08/1998,L,240,103,41,89,46.1,6,18,33.3,15,24,62.5,17,22,39,28,10,3,8,27,-16
UTA,UTA vs. SAS,05/07/1998,W,265,109,42,82,51.2,4,10,40.0,21,29,72.4,10,25,35,29,6,5,11,25,3
SAS,SAS @ UTA,05/07/1998,L,265,106,42,77,54.5,5,16,31.3,17,25,68.0,8,30,38,19,6,7,16,32,-3
NYK,NYK @ IND,05/07/1998,L,240,77,29,72,40.3,5,13,38.5,14,20,70.0,4,34,38,16,5,2,15,29,-8
IND,IND vs. NYK,05/07/1998,W,240,85,29,71,40.8,4,13,30.8,23,28,82.1,5,30,35,15,7,7,8,16,8
LAL,LAL @ SEA,05/06/1998,W,240,92,32,74,43.2,7,19,36.8,21,25,84.0,19,35,54,21,7,9,16,25,24
SEA,SEA vs. LAL,05/06/1998,L,240,68,25,76,32.9,4,16,25.0,14,22,63.6,12,20,32,14,6,9,14,26,-24
CHI,CHI vs. CHH,05/06/1998,L,240,76,31,85,36.5,4,14,28.6,10,12,83.3,15,31,46,17,7,5,11,17,-2
CHH,CHH @ CHI,05/06/1998,W,240,78,30,75,40.0,3,9,33.3,15,18,83.3,10,34,44,17,6,1,10,17,2
SAS,SAS @ UTA,05/05/1998,L,240,82,29,64,45.3,1,5,20.0,23,31,74.2,7,40,47,16,4,8,16,23,-1
UTA,UTA vs. SAS,05/05/1998,W,240,83,34,84,40.5,3,9,33.3,12,16,75.0,8,26,34,24,8,2,8,25,1
NYK,NYK @ IND,05/05/1998,L,240,83,33,75,44.0,6,14,42.9,11,16,68.8,8,28,36,20,12,2,17,28,-10
IND,IND vs. NYK,05/05/1998,W,240,93,30,74,40.5,5,12,41.7,28,33,84.8,12,32,44,14,12,5,16,18,10
LAL,LAL @ SEA,05/04/1998,L,240,92,38,78,48.7,5,14,35.7,11,20,55.0,14,21,35,28,9,3,15,26,-14
