TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
WAS,WAS vs. CLE,04/28/2007,L,240,92,36,83,43.4,7,22,31.8,13,16,81.3,11,22,33,18,6,3,7,16,-6
SAS,SAS @ DEN,04/28/2007,W,240,96,37,86,43.0,9,21,42.9,13,14,92.9,14,27,41,23,7,9,12,20,5
DEN,DEN vs. SAS,04/28/2007,L,240,91,33,77,42.9,3,12,25.0,22,30,73.3,15,31,46,19,3,4,14,16,-5
HOU,HOU @ UTA,04/28/2007,L,240,85,32,76,42.1,6,20,30.0,15,20,75.0,11,29,40,19,6,2,16,26,-13
UTA,UTA vs. HOU,04/28/2007,W,240,98,35,76,46.1,2,8,25.0,26,33,78.8,11,27,38,22,7,6,11,25,13
DET,DET @ ORL,04/28/2007,W,240,97,30,65,46.2,6,15,40.0,31,38,81.6,10,27,37,17,11,3,16,26,4
ORL,ORL vs. DET,04/28/2007,L,240,93,36,77,46.8,2,8,25.0,19,31,61.3,15,26,41,19,7,0,16,27,-4
CHI,CHI @ MIA,04/27/2007,W,240,104,35,71,49.3,5,15,33.3,29,37,78.4,6,38,44,20,5,4,21,29,8
MIA,MIA vs. CHI,04/27/2007,L,240,96,37,81,45.7,6,15,40.0,16,35,45.7,12,21,33,15,9,6,9,29,-8
NJN,NJN vs. TOR,04/27/2007,W,240,102,41,78,52.6,6,25,24.0,14,15,93.3,9,26,35,31,8,3,16,19,13
TOR,TOR @ NJN,04/27/2007,L,240,89,33,75,44.0,5,18,27.8,18,21,85.7,7,28,35,15,10,3,18,21,-13
GSW,GSW vs. DAL,04/27/2007,W,240,109,39,81,48.1,6,23,26.1,25,34,73.5,12,34,46,16,8,7,15,31,18
DAL,DAL @ GSW,04/27/2007,L,240,91,31,80,38.8,4,15,26.7,25,37,67.6,17,27,44,16,9,3,16,25,-18
UTA,UTA vs. HOU,04/26/2007,W,240,81,33,85,38.8,2,15,13.3,13,18,72.2,15,29,44,19,12,4,11,19,14
HOU,HOU @ UTA,04/26/2007,L,240,67,21,64,32.8,6,19,31.6,19,26,73.1,9,34,43,11,6,7,19,20,-14
ORL,ORL vs. DET,04/26/2007,L,240,77,31,74,41.9,3,8,37.5,12,21,57.1,8,31,39,16,3,3,13,22,-16
DET,DET @ ORL,04/26/2007,W,240,93,34,78,43.6,8,13,61.5,17,23,73.9,12,35,47,15,8,6,9,19,16
LAL,LAL vs. PHX,04/26/2007,W,240,95,34,81,42.0,5,15,33.3,22,28,78.6,19,25,44,15,4,7,12,15,6
PHX,PHX @ LAL,04/26/2007,L,240,89,36,75,48.0,9,22,40.9,8,12,66.7,6,29,35,30,2,4,16,18,-6
GSW,GSW @ DAL,04/25/2007,L,240,99,36,76,47.4,4,20,20.0,23,27,85.2,8,26,34,9,7,5,24,29,-13
DAL,DAL vs. GSW,04/25/2007,W,240,112,37,76,48.7,1,16,6.3,37,43,86.0,12,29,41,15,14,9,18,23,13
CLE,CLE vs. WAS,04/25/2007,W,240,109,40,84,47.6,3,12,25.0,26,33,78.8,16,40,56,20,2,5,14,21,7
WAS,WAS @ CLE,04/25/2007,L,240,102,38,90,42.2,6,22,27.3,20,28,71.4,13,25,38,20,7,5,5,23,-7
DEN,DEN @ SAS,04/25/2007,L,240,88,34,88,38.6,7,16,43.8,13,17,76.5,14,30,44,17,7,4,12,19,-9
SAS,SAS vs. DEN,04/25/2007,W,240,97,35,80,43.8,6,14,42.9,21,23,91.3,10,34,44,20,5,6,13,16,9
TOR,TOR vs. NJN,04/24/2007,W,240,89,31,76,40.8,6,15,40.0,21,25,84.0,11,33,44,12,9,3,11,17,6
NJN,NJN @ TOR,04/24/2007,L,240,83,31,76,40.8,10,23,43.5,11,14,78.6,11,34,45,18,5,2,16,22,-6
LAL,LAL @ PHX,04/24/2007,L,240,98,36,87,41.4,9,24,37.5,17,24,70.8,17,26,43,16,6,3,15,20,-28
PHX,PHX vs. LAL,04/24/2007,W,240,126,50,92,54.3,11,26,42.3,15,19,78.9,12,33,45,30,8,6,9,21,28
CHI,CHI vs. MIA,04/24/2007,W,240,107,43,78,55.1,11,17,64.7,10,12,83.3,10,28,38,28,11,5,19,19,18
MIA,MIA @ CHI,04/24/2007,L,240,89,34,73,46.6,5,16,31.3,16,20,80.0,6,24,30,21,9,4,21,14,-18
ORL,ORL @ DET,04/23/2007,L,240,90,35,76,46.1,3,8,37.5,17,26,65.4,12,30,42,19,1,7,9,24,-8
DET,DET vs. ORL,04/23/2007,W,240,98,32,78,41.0,8,19,42.1,26,33,78.8,16,28,44,22,4,4,6,22,8
HOU,HOU vs. UTA,04/23/2007,W,240,98,30,83,36.1,4,24,16.7,34,38,89.5,17,33,50,15,6,1,10,15,8
UTA,UTA @ HOU,04/23/2007,L,240,90,38,84,45.2,1,9,11.1,13,17,76.5,11,31,42,26,4,6,13,29,-8
DAL,DAL vs. GSW,04/22/2007,L,240,85,30,85,35.3,6,19,31.6,19,25,76.0,19,31,50,16,10,6,15,18,-12
GSW,GSW @ DAL,04/22/2007,W,240,97,35,81,43.2,10,30,33.3,17,22,77.3,14,31,45,16,7,6,14,22,12
CLE,CLE vs. WAS,04/22/2007,W,240,97,32,72,44.4,3,14,21.4,30,39,76.9,10,36,46,16,7,3,13,21,15
WAS,WAS @ CLE,04/22/2007,L,240,82,29,79,36.7,6,19,31.6,18,25,72.0,11,29,40,17,5,4,11,25,-15
PHX,PHX vs. LAL,04/22/2007,W,240,95,36,84,42.9,6,23,26.1,17,24,70.8,8,32,40,18,6,3,8,11,8
LAL,LAL @ PHX,04/22/2007,L,240,87,38,84,45.2,5,16,31.3,6,11,54.5,10,36,46,13,4,1,13,23,-8
DEN,DEN @ SAS,04/22/2007,W,240,95,35,77,45.5,4,13,30.8,21,25,84.0,15,29,44,13,8,3,18,13,6
SAS,SAS vs. DEN,04/22/2007,L,240,89,37,88,42.0,8,24,33.3,7,10,70.0,14,21,35,22,6,4,15,20,-6
NJN,NJN @ TOR,04/21/2007,W,240,96,36,85,42.4,6,22,27.3,18,26,69.2,13,33,46,25,8,7,13,17,5
TOR,TOR vs. NJN,04/21/2007,L,240,91,33,80,41.3,7,19,36.8,18,25,72.0,10,32,42,19,6,3,15,20,-5
ORL,ORL @ DET,04/21/2007,L,240,92,36,62,58.1,2,5,40.0,18,36,50.0,10,29,39,18,6,4,21,24,-8
DET,DET vs. ORL,04/21/2007,W,240,100,36,73,49.3,5,14,35.7,23,31,74.2,9,24,33,29,6,4,11,25,8
HOU,HOU vs. UTA,04/21/2007,W,240,84,27,69,39.1,9,27,33.3,21,26,80.8,6,40,46,19,8,6,15,16,9
UTA,UTA @ HOU,04/21/2007,L,240,75,31,87,35.6,4,17,23.5,9,17,52.9,14,34,48,15,8,2,12,22,-9
CHI,CHI vs. MIA,04/21/2007,W,240,96,35,82,42.7,3,17,17.6,23,27,85.2,13,33,46,27,4,6,13,24,5
