TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
PHX,PHX @ MEM,04/29/2005,W,240,110,43,82,52.4,11,19,57.9,13,21,61.9,10,28,38,22,4,8,5,19,20
BOS,BOS @ IND,04/28/2005,L,240,76,31,78,39.7,3,12,25.0,11,17,64.7,15,24,39,13,8,4,14,31,-23
IND,IND vs. BOS,04/28/2005,W,240,99,32,68,47.1,6,16,37.5,29,38,76.3,12,32,44,23,6,9,14,23,23
HOU,HOU vs. DAL,04/28/2005,L,240,102,36,80,45.0,13,25,52.0,17,25,68.0,15,29,44,22,2,3,15,27,-4
DAL,DAL @ HOU,04/28/2005,W,240,106,33,68,48.5,8,17,47.1,32,37,86.5,8,27,35,21,7,2,12,28,4
NJN,NJN vs. MIA,04/28/2005,L,290,105,42,107,39.3,3,23,13.0,18,27,66.7,18,39,57,27,10,1,15,32,-3
MIA,MIA @ NJN,04/28/2005,W,290,108,38,84,45.2,10,22,45.5,22,38,57.9,9,42,51,22,9,3,18,25,3
DEN,DEN @ SAS,04/27/2005,L,240,76,27,75,36.0,3,8,37.5,19,26,73.1,6,33,39,17,6,3,13,26,-28
SAS,SAS vs. DEN,04/27/2005,W,240,104,34,71,47.9,10,18,55.6,26,38,68.4,6,40,46,16,6,6,9,21,28
CHI,CHI vs. WAS,04/27/2005,W,240,113,40,82,48.8,8,15,53.3,25,29,86.2,8,34,42,23,9,5,17,26,10
WAS,WAS @ CHI,04/27/2005,L,240,103,34,80,42.5,8,25,32.0,27,36,75.0,12,32,44,19,11,8,18,29,-10
PHX,PHX vs. MEM,04/27/2005,W,240,108,36,78,46.2,5,17,29.4,31,40,77.5,13,36,49,19,4,8,10,17,5
MEM,MEM @ PHX,04/27/2005,L,240,103,43,94,45.7,6,18,33.3,11,19,57.9,15,30,45,17,7,2,8,28,-5
DET,DET vs. PHI,04/26/2005,W,240,99,36,72,50.0,6,17,35.3,21,23,91.3,6,40,46,22,7,10,18,21,15
PHI,PHI @ DET,04/26/2005,L,240,84,32,87,36.8,4,18,22.2,16,21,76.2,10,25,35,21,12,3,12,21,-15
SAC,SAC @ SEA,04/26/2005,L,240,93,38,90,42.2,4,17,23.5,13,15,86.7,12,30,42,24,3,6,12,22,-12
SEA,SEA vs. SAC,04/26/2005,W,240,105,38,80,47.5,5,15,33.3,24,30,80.0,9,36,45,21,7,6,12,20,12
MIA,MIA vs. NJN,04/26/2005,W,240,104,36,75,48.0,5,13,38.5,27,38,71.1,14,33,47,19,6,6,15,31,17
NJN,NJN @ MIA,04/26/2005,L,240,87,28,78,35.9,6,22,27.3,25,35,71.4,14,24,38,17,8,1,14,34,-17
HOU,HOU @ DAL,04/25/2005,W,240,113,40,73,54.8,9,18,50.0,24,27,88.9,6,23,29,22,12,7,12,24,2
DAL,DAL vs. HOU,04/25/2005,L,240,111,41,82,50.0,10,15,66.7,19,26,73.1,14,27,41,18,6,4,14,22,-2
BOS,BOS vs. IND,04/25/2005,L,240,79,26,67,38.8,3,13,23.1,24,29,82.8,16,28,44,17,4,4,16,21,-3
IND,IND @ BOS,04/25/2005,W,240,82,29,70,41.4,8,19,42.1,16,18,88.9,6,25,31,20,10,5,12,23,3
WAS,WAS @ CHI,04/24/2005,L,240,94,33,86,38.4,5,19,26.3,23,33,69.7,9,35,44,16,4,8,12,22,-9
